place_name,category_group_name,category_name,x,y,road_address_name,place_url
장소이름:뚜레쥬르 서울역센트럴자이점,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",경도:126.96513759229012,위도:37.55406287018141,도로명주소:서울 중구 만리재로 175,웹링크:http://place.map.kakao.com/213876952
장소이름:투썸플레이스 서울역센트럴자이점,음식점,음식점 > 카페 > 커피전문점 > 투썸플레이스,경도:126.96527447598352,위도:37.55417823823729,도로명주소:서울 중구 만리재로 175,웹링크:http://place.map.kakao.com/765473217
장소이름:주방,음식점,음식점 > 술집 > 실내포장마차,경도:126.965145428547,위도:37.5591066561035,도로명주소:서울 중구 중림로 13,웹링크:http://place.map.kakao.com/16300844
장소이름:이렇게맛있어야돼지 충정로점,음식점,"음식점 > 한식 > 육류,고기",경도:126.965660602884,위도:37.5586481995492,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/511360115
장소이름:버들이야기,음식점,"음식점 > 술집 > 호프,요리주점",경도:126.96538554448,위도:37.5587247039845,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/23487112
장소이름:금별맥주 충정로역점,음식점,"음식점 > 술집 > 호프,요리주점 > 금별맥주",경도:126.96546927729248,위도:37.55876617436938,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/1857202437
장소이름:제주마을하도리 본점,음식점,"음식점 > 한식 > 육류,고기",경도:126.96559833458775,위도:37.55869233028095,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/1375251258
장소이름:피자에땅 서대문점,음식점,음식점 > 양식 > 피자 > 피자에땅,경도:126.96542060518576,위도:37.55877787308681,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/15874762
장소이름:형제네생소금구이,음식점,"음식점 > 한식 > 육류,고기",경도:126.96548047458803,위도:37.55902746679544,도로명주소:서울 중구 중림로 17,웹링크:http://place.map.kakao.com/13321582
장소이름:안로네,음식점,"음식점 > 한식 > 찌개,전골",경도:126.965405757033,위도:37.5590697917882,도로명주소:서울 중구 중림로 17,웹링크:http://place.map.kakao.com/151373850
장소이름:키츠네,음식점,음식점 > 일식,경도:126.96540801686,위도:37.5590779014237,도로명주소:서울 중구 중림로 17,웹링크:http://place.map.kakao.com/2326149
장소이름:깐부치킨 서울역만리재길점,음식점,음식점 > 치킨 > 깐부치킨,경도:126.96573835464513,위도:37.55444957408992,도로명주소:서울 중구 만리재로 177,웹링크:http://place.map.kakao.com/2075730333
장소이름:메가MGC커피 서울역한라비발디점,음식점,음식점 > 카페 > 커피전문점 > 메가MGC커피,경도:126.966003143574,위도:37.5545226314452,도로명주소:서울 중구 만리재로 177,웹링크:http://place.map.kakao.com/1248265200
장소이름:명가통닭 서울역만리점,음식점,음식점 > 치킨 > 명가통닭,경도:126.96587075582468,위도:37.55447123638091,도로명주소:서울 중구 만리재로 177,웹링크:http://place.map.kakao.com/392515213
장소이름:귀한족발 충정로점,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 귀한족발",경도:126.96589380989286,위도:37.55851672156505,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/1545990401
장소이름:무봉리토종순대국 충정로점,음식점,음식점 > 한식 > 순대 > 무봉리토종순대국,경도:126.96593341521287,위도:37.55853204995031,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/13288189
장소이름:코레아노,음식점,음식점 > 카페 > 커피전문점,경도:126.96598209895836,위도:37.55849422210736,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/1107807630
장소이름:닭스 충정로역점,음식점,음식점 > 치킨,경도:126.965761331052,위도:37.5586491297993,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/20525737
장소이름:달달한포차 충정로점,음식점,음식점 > 술집 > 실내포장마차,경도:126.96572172199,위도:37.5586419103296,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/92339312
장소이름:곱창이야기 충정로점,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창 > 곱창이야기",경도:126.96579742946032,위도:37.55890862742497,도로명주소:서울 중구 중림로 21,웹링크:http://place.map.kakao.com/24064322
장소이름:생활맥주 충정로역점,음식점,"음식점 > 술집 > 호프,요리주점 > 생활맥주",경도:126.96570912333416,위도:37.55896716662063,도로명주소:서울 중구 중림로 21,웹링크:http://place.map.kakao.com/27335803
장소이름:두툼,음식점,"음식점 > 한식 > 육류,고기",경도:126.966205121367,위도:37.5583573345869,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/26939037
장소이름:중림 양갈비양꼬치,음식점,음식점 > 중식 > 양꼬치,경도:126.96619379056702,위도:37.55838616325218,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/938360777
장소이름:조개조,음식점,음식점 > 한식,경도:126.9661370377616,위도:37.558748347833934,도로명주소:서울 중구 중림로 21,웹링크:http://place.map.kakao.com/2015295042
장소이름:할리스 충정래미안점,음식점,음식점 > 카페 > 커피전문점 > 할리스,경도:126.966195878283,위도:37.5587753946081,도로명주소:서울 중구 중림로 21,웹링크:http://place.map.kakao.com/19336938
장소이름:중림공장PUB,음식점,"음식점 > 술집 > 호프,요리주점",경도:126.966069025352,위도:37.558980785555,도로명주소:서울 중구 중림로 21,웹링크:http://place.map.kakao.com/27544811
장소이름:깐부치킨 충정로역점,음식점,음식점 > 치킨 > 깐부치킨,경도:126.966253986606,위도:37.5604260376785,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/17490405
장소이름:보니케이크,음식점,"음식점 > 간식 > 제과,베이커리",경도:126.966253986606,위도:37.5604260376785,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/12658298
장소이름:카페오늘,음식점,음식점 > 카페,경도:126.966253986606,위도:37.5604260376785,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/889923291
장소이름:테마라면,음식점,음식점 > 분식,경도:126.966217778491,위도:37.5604044033997,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/16983510
장소이름:커피플,음식점,음식점 > 카페,경도:126.966215514875,위도:37.560404402752,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/653720979
장소이름:은하수케이크,음식점,"음식점 > 간식 > 떡,한과",경도:126.96635168560496,위도:37.554583999132745,도로명주소:서울 중구 만리재로 183,웹링크:http://place.map.kakao.com/983066272
장소이름:서울우진갈비,음식점,"음식점 > 한식 > 육류,고기 > 갈비",경도:126.9665673787,위도:37.5581592183411,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/34995480
장소이름:해구제철소,음식점,"음식점 > 한식 > 해물,생선",경도:126.966431527372,위도:37.5582447745277,도로명주소:서울 중구 중림로 10,웹링크:http://place.map.kakao.com/496963999
장소이름:카페일므디,음식점,음식점 > 카페 > 테마카페 > 북카페,경도:126.96653891350898,위도:37.5585412330739,도로명주소:서울 중구 중림로 27,웹링크:http://place.map.kakao.com/743402742
장소이름:고센,음식점,음식점 > 한식,경도:126.96642450749,위도:37.558755637909,도로명주소:서울 중구 중림로 25-5,웹링크:http://place.map.kakao.com/343462938
장소이름:아재커피 충정로점,음식점,음식점 > 카페 > 커피전문점,경도:126.96640783330434,위도:37.56060267692952,도로명주소:서울 중구 서소문로 38,웹링크:http://place.map.kakao.com/722263301
장소이름:고흥식당,음식점,음식점 > 한식,경도:126.96673415902,위도:37.5546922272373,도로명주소:서울 중구 만리재로 185,웹링크:http://place.map.kakao.com/413360680
장소이름:정우식당,음식점,음식점 > 한식,경도:126.966691151981,위도:37.5546958191036,도로명주소:서울 중구 만리재로 185,웹링크:http://place.map.kakao.com/15842293
장소이름:커피방앗간,음식점,음식점 > 카페 > 커피전문점,경도:126.96680215739131,위도:37.55958015698682,도로명주소:서울 중구 서소문로6길 34,웹링크:http://place.map.kakao.com/241896386
장소이름:아삼육,음식점,"음식점 > 한식 > 육류,고기",경도:126.966865171284,위도:37.5604081908488,도로명주소:서울 중구 청파로 463-17,웹링크:http://place.map.kakao.com/27503760
장소이름:포로이 충정로점,음식점,음식점 > 아시아음식 > 동남아음식,경도:126.96669316528,위도:37.5603432706778,도로명주소:서울 중구 청파로 463-21,웹링크:http://place.map.kakao.com/27273905
장소이름:노걸대,음식점,음식점 > 한식,경도:126.966955483573,위도:37.5609343982953,도로명주소:서울 중구 서소문로 50,웹링크:http://place.map.kakao.com/21627535
장소이름:콤바크,음식점,음식점 > 양식,경도:126.96719915301,위도:37.5550203204904,도로명주소:서울 중구 만리재로 193,웹링크:http://place.map.kakao.com/1330517051
장소이름:민정이네,음식점,음식점 > 한식,경도:126.967162241127,위도:37.556607867915,도로명주소:서울 중구 만리재로37길 21,웹링크:http://place.map.kakao.com/1447695477
장소이름:도마 중림점,음식점,음식점 > 한식,경도:126.96716947162,위도:37.5581846152161,도로명주소:서울 중구 중림로 31,웹링크:http://place.map.kakao.com/302317049
장소이름:말근나주곰탕 중림점,음식점,음식점 > 한식 > 곰탕,경도:126.96716721241935,위도:37.55817470361879,도로명주소:서울 중구 중림로 31,웹링크:http://place.map.kakao.com/1692367701
장소이름:김영희아구찜코다리냉면 충정로점,음식점,"음식점 > 한식 > 해물,생선 > 김영희강남동태찜",경도:126.967099255629,위도:37.5582891113438,도로명주소:서울 중구 중림로 31,웹링크:http://place.map.kakao.com/1582669930
장소이름:가나의잔치,음식점,음식점 > 뷔페,경도:126.967137516018,위도:37.5587900764054,도로명주소:서울 중구 중림로 27,웹링크:http://place.map.kakao.com/21326819
장소이름:폴바셋 한국경제신문사점,음식점,음식점 > 카페 > 커피전문점 > 폴바셋,경도:126.96727152558796,위도:37.56032811547039,도로명주소:서울 중구 청파로 463,웹링크:http://place.map.kakao.com/27267711
장소이름:포매니아,음식점,음식점 > 한식 > 국수,경도:126.967014365037,위도:37.5608731469799,도로명주소:서울 중구 서소문로 50,웹링크:http://place.map.kakao.com/1598895306
장소이름:안동국시 수연 충정로점,음식점,음식점 > 한식 > 국수,경도:126.967029059183,위도:37.5609172999262,도로명주소:서울 중구 서소문로 50,웹링크:http://place.map.kakao.com/2067739034
장소이름:대독장 충정로점,음식점,"음식점 > 한식 > 찌개,전골",경도:126.967027927764,위도:37.5609163986134,도로명주소:서울 중구 서소문로 50,웹링크:http://place.map.kakao.com/1192110956
장소이름:투썸플레이스 충정로센트럴플레이스점,음식점,음식점 > 카페 > 커피전문점 > 투썸플레이스,경도:126.96721686644304,위도:37.56108673961369,도로명주소:서울 중구 서소문로 50,웹링크:http://place.map.kakao.com/178567644
장소이름:아메리칸 포 하우스,음식점,음식점 > 아시아음식,경도:126.967434378133,위도:37.5554204285551,도로명주소:서울 중구 만리재로35길 5,웹링크:http://place.map.kakao.com/373790444
장소이름:명품달인왕타코야끼,음식점,음식점 > 간식,경도:126.967641503973,위도:37.5553772376154,도로명주소:서울 중구 만리재로 197,웹링크:http://place.map.kakao.com/451245340
장소이름:더하우스1932,음식점,음식점 > 카페,경도:126.967378869803,위도:37.5555429489062,도로명주소:서울 중구 만리재로35길 7,웹링크:http://place.map.kakao.com/1769574951
장소이름:봉래축산,음식점,"음식점 > 한식 > 육류,고기 > 갈비",경도:126.967626719735,위도:37.5555430171222,도로명주소:서울 중구 만리재로35길 6,웹링크:http://place.map.kakao.com/2092235998
장소이름:왕대구뽈찜,음식점,"음식점 > 한식 > 해물,생선",경도:126.96747327839152,위도:37.55705484871877,도로명주소:서울 중구 만리재로35길 41,웹링크:http://place.map.kakao.com/15839483
장소이름:석돈,음식점,"음식점 > 한식 > 육류,고기",경도:126.967396040144,위도:37.5576945355075,도로명주소:서울 중구 중림로 40,웹링크:http://place.map.kakao.com/1514992324
장소이름:횟집역,음식점,"음식점 > 한식 > 해물,생선 > 회",경도:126.967368885584,위도:37.5576765080606,도로명주소:서울 중구 중림로 40,웹링크:http://place.map.kakao.com/474017424
장소이름:바르다김선생 중림서울로점,음식점,음식점 > 분식 > 바르다김선생,경도:126.967531850667,위도:37.5576981769213,도로명주소:서울 중구 중림로 40,웹링크:http://place.map.kakao.com/1368100876
장소이름:카페두덴,음식점,음식점 > 카페,경도:126.967368885584,위도:37.5576765080606,도로명주소:서울 중구 중림로 40,웹링크:http://place.map.kakao.com/26568130
장소이름:계모임,음식점,음식점 > 치킨,경도:126.967644961963,위도:37.55784957551,도로명주소:서울 중구 중림로 39,웹링크:http://place.map.kakao.com/1796692759
장소이름:신선한우생구이,음식점,음식점 > 한식,경도:126.967463833361,위도:37.5579540414148,도로명주소:서울 중구 중림로 37,웹링크:http://place.map.kakao.com/846195677
장소이름:룩아워티with 한삼인카페 서대문점,음식점,음식점 > 카페,경도:126.967546419867,위도:37.5658576064926,도로명주소:서울 중구 통일로 120,웹링크:http://place.map.kakao.com/445054748
장소이름:만리199,음식점,"음식점 > 술집 > 호프,요리주점",경도:126.9677116332816,위도:37.55546555457986,도로명주소:서울 중구 만리재로 199,웹링크:http://place.map.kakao.com/812076679
장소이름:만리재비스트로,음식점,음식점 > 양식,경도:126.967831535859,위도:37.5556079449278,도로명주소:서울 중구 만리재로 201,웹링크:http://place.map.kakao.com/1646052453
장소이름:오헤어22,음식점,음식점 > 술집 > 와인바,경도:126.967840586648,위도:37.555615155374,도로명주소:서울 중구 만리재로 201,웹링크:http://place.map.kakao.com/1349943469
장소이름:간장,음식점,"음식점 > 술집 > 호프,요리주점",경도:126.967831535859,위도:37.5556079449278,도로명주소:서울 중구 만리재로 201,웹링크:http://place.map.kakao.com/365157336
장소이름:베리키친,음식점,음식점 > 퓨전요리,경도:126.9679717839545,위도:37.55581160850519,도로명주소:서울 중구 만리재로 205,웹링크:http://place.map.kakao.com/26644530
장소이름:비스트로 한강쌀롱,음식점,"음식점 > 술집 > 호프,요리주점",경도:126.967849532152,위도:37.5558674371279,도로명주소:서울 중구 만리재로 207-11,웹링크:http://place.map.kakao.com/1535733722
장소이름:빈공간,음식점,음식점 > 술집 > 와인바,경도:126.96794879338,위도:37.5566423219518,도로명주소:서울 중구 만리재로37길 8,웹링크:http://place.map.kakao.com/1283022853
장소이름:순대국돼지국밥,음식점,음식점 > 한식 > 국밥,경도:126.96786696371284,위도:37.557442385369995,도로명주소:서울 중구 만리재로35길 51,웹링크:http://place.map.kakao.com/16708793
장소이름:명동칼국수,음식점,음식점 > 한식 > 국수 > 칼국수,경도:126.967740151812,위도:37.5575684904109,도로명주소:서울 중구 중림로 42,웹링크:http://place.map.kakao.com/25117913
장소이름:두메산골,음식점,음식점 > 한식,경도:126.967866833713,위도:37.5577451204208,도로명주소:서울 중구 중림로 41-2,웹링크:http://place.map.kakao.com/26977139
장소이름:사육황토기러기 칼국수샤브샤브,음식점,음식점 > 샤브샤브,경도:126.967875883217,위도:37.5577559348503,도로명주소:서울 중구 중림로 41-2,웹링크:http://place.map.kakao.com/21328856
장소이름:남원식당,음식점,"음식점 > 한식 > 사철탕,영양탕",경도:126.967749094099,위도:37.5578279800659,도로명주소:서울 중구 중림로 41,웹링크:http://place.map.kakao.com/8882957
장소이름:부원복집,음식점,"음식점 > 한식 > 해물,생선 > 복어",경도:126.967802628147,위도:37.559666028768,도로명주소:서울 중구 서소문로6길 34,웹링크:http://place.map.kakao.com/15684809
장소이름:신한양식당 중림동본점,음식점,음식점 > 한식,경도:126.96782746608774,위도:37.559809294054105,도로명주소:서울 중구 서소문로6길 45,웹링크:http://place.map.kakao.com/15525329
장소이름:드로우 에스프레소바,음식점,음식점 > 카페,경도:126.967958742084,위도:37.5598390626518,도로명주소:서울 중구 청파로 453,웹링크:http://place.map.kakao.com/504184600
"장소이름:15, sweety",음식점,음식점 > 카페 > 테마카페 > 디저트카페,경도:126.967962134397,위도:37.5598462715478,도로명주소:서울 중구 청파로 453,웹링크:http://place.map.kakao.com/1227960860
장소이름:중림해장국,음식점,음식점 > 한식,경도:126.967920265525,위도:37.5598282402405,도로명주소:서울 중구 청파로 453,웹링크:http://place.map.kakao.com/217116600
장소이름:횟집기사식당,음식점,"음식점 > 한식 > 해물,생선 > 회",경도:126.967856849134,위도:37.5599111147106,도로명주소:서울 중구 청파로 453-1,웹링크:http://place.map.kakao.com/156123825
장소이름:중림장,음식점,음식점 > 한식 > 설렁탕,경도:126.9677321956094,위도:37.56027147946778,도로명주소:서울 중구 청파로 459-1,웹링크:http://place.map.kakao.com/8079539
장소이름:닭칼원조집,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",경도:126.9678114499633,위도:37.56020662932637,도로명주소:서울 중구 청파로 457-1,웹링크:http://place.map.kakao.com/10253905
장소이름:메가MGC커피 중구중림점,음식점,음식점 > 카페 > 커피전문점 > 메가MGC커피,경도:126.967810318546,위도:37.560205728021,도로명주소:서울 중구 청파로 457-1,웹링크:http://place.map.kakao.com/1275095945
장소이름:구룡식당,음식점,"음식점 > 한식 > 해물,생선",경도:126.967725403217,위도:37.5602750815987,도로명주소:서울 중구 청파로 459,웹링크:http://place.map.kakao.com/16377677
장소이름:청파로,음식점,음식점 > 한식,경도:126.967825036277,위도:37.560195821067,도로명주소:서울 중구 청파로 457-1,웹링크:http://place.map.kakao.com/898452253
장소이름:적사부,음식점,음식점 > 중식 > 중국요리,경도:126.967711740667,위도:37.5604624852091,도로명주소:서울 중구 청파로 461,웹링크:http://place.map.kakao.com/1379293987
장소이름:리나스 서대문점,음식점,음식점 > 패스트푸드 > 샌드위치,경도:126.96781840468822,위도:37.56508823029677,도로명주소:서울 중구 통일로 114,웹링크:http://place.map.kakao.com/1710292500
장소이름:몽뚜르,음식점,음식점 > 뷔페,경도:126.967949616986,위도:37.5652882871283,도로명주소:서울 중구 통일로 114,웹링크:http://place.map.kakao.com/13556040
장소이름:두리아치킨 서대문역점,음식점,음식점 > 치킨 > 두리아치킨,경도:126.967949617372,위도:37.5652873861323,도로명주소:서울 중구 통일로 114,웹링크:http://place.map.kakao.com/1130735107
장소이름:공일부엌,음식점,음식점 > 한식,경도:126.968211615393,위도:37.5560405266924,도로명주소:서울 중구 만리재로 209,웹링크:http://place.map.kakao.com/1541595421
장소이름:리블링스 커피&플라워,음식점,음식점 > 카페,경도:126.968229652888,위도:37.5562063150883,도로명주소:서울 중구 만리재로 209-3,웹링크:http://place.map.kakao.com/338763795
장소이름:서울로PH,음식점,음식점 > 퓨전요리,경도:126.96815265129013,위도:37.55630720606225,도로명주소:서울 중구 만리재로 211,웹링크:http://place.map.kakao.com/1109766017
장소이름:던킨 서울역서부점,음식점,음식점 > 간식 > 도넛 > 던킨,경도:126.96815265129,위도:37.5563072060623,도로명주소:서울 중구 만리재로 211,웹링크:http://place.map.kakao.com/151532550
장소이름:스토랑,음식점,음식점 > 카페,경도:126.968186557718,위도:37.5564153348993,도로명주소:서울 중구 만리재로37길 3,웹링크:http://place.map.kakao.com/662769470
장소이름:유즈라멘 만리동점,음식점,음식점 > 일식 > 일본식라면,경도:126.96823844833658,위도:37.556815391728634,도로명주소:서울 중구 만리재로 217,웹링크:http://place.map.kakao.com/469577034
장소이름:도우스,음식점,음식점 > 양식 > 피자,경도:126.96819759950526,위도:37.55706405601023,도로명주소:서울 중구 중림로 50-1,웹링크:http://place.map.kakao.com/1141309946
장소이름:맛좋은우리집,음식점,음식점 > 한식,경도:126.968256487606,위도:37.5569775761097,도로명주소:서울 중구 만리재로 217,웹링크:http://place.map.kakao.com/15761164
장소이름:새라가비,음식점,음식점 > 카페,경도:126.96827902649,위도:37.5572046335014,도로명주소:서울 중구 중림로 50,웹링크:http://place.map.kakao.com/604404629
장소이름:뚱아네실내포차,음식점,음식점 > 술집 > 실내포장마차,경도:126.967998350012,위도:37.5572045577609,도로명주소:서울 중구 만리재로35길 46-3,웹링크:http://place.map.kakao.com/15515637
장소이름:리즈너블한식당,음식점,음식점 > 한식,경도:126.96798244985952,위도:37.55733429706583,도로명주소:서울 중구 만리재로35길 50-1,웹링크:http://place.map.kakao.com/820860972
장소이름:벤티버거 서울역점,음식점,음식점 > 양식 > 햄버거,경도:126.968225809285,위도:37.5572622830215,도로명주소:서울 중구 중림로 48-1,웹링크:http://place.map.kakao.com/1326602457
장소이름:중림동물고기,음식점,음식점 > 일식,경도:126.968016384233,위도:37.5573775541343,도로명주소:서울 중구 만리재로35길 50-1,웹링크:http://place.map.kakao.com/1753271813
장소이름:홍반장떡볶이,음식점,음식점 > 분식 > 떡볶이,경도:126.96825174613016,위도:37.55748303434071,도로명주소:서울 중구 중림로 45,웹링크:http://place.map.kakao.com/620994155
장소이름:약현떡방,음식점,음식점 > 카페 > 테마카페 > 떡카페,경도:126.96819174807382,위도:37.55751725608963,도로명주소:서울 중구 중림로 45,웹링크:http://place.map.kakao.com/649545134
장소이름:월성식당,음식점,음식점 > 한식,경도:126.968210983098,위도:37.5575289742348,도로명주소:서울 중구 중림로 45,웹링크:http://place.map.kakao.com/303461773
