place_name,category_group_name,category_name,x,y,road_address_name,place_url
장소이름:드림게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.97844336956057,위도:37.55718620381605,도로명주소:서울 중구 퇴계로6길 22-1,웹링크:http://place.map.kakao.com/26643880
장소이름:보코서울명동,숙박,여행 > 숙박 > 호텔,경도:126.978544874544,위도:37.5584187865618,도로명주소:서울 중구 퇴계로 52,웹링크:http://place.map.kakao.com/1507405659
장소이름:로컬스티치 시청,숙박,여행 > 숙박 > 호텔,경도:126.978704475713,위도:37.5623237359225,도로명주소:서울 중구 남대문로5길 17-5,웹링크:http://place.map.kakao.com/416918070
장소이름:24게스트하우스 명동타운점,숙박,여행 > 숙박 > 게스트하우스,경도:126.978849066483,위도:37.559326145538,도로명주소:서울 중구 퇴계로 61,웹링크:http://place.map.kakao.com/26931235
장소이름:소테츠 호텔즈 더 스프라지르 서울 명동,숙박,여행 > 숙박 > 호텔,경도:126.978780385233,위도:37.5620543516072,도로명주소:서울 중구 남대문로5길 15,웹링크:http://place.map.kakao.com/2040574326
장소이름:호텔코지 명동,숙박,여행 > 숙박 > 호텔,경도:126.979369288435,위도:37.5607858526039,도로명주소:서울 중구 남대문시장길 61,웹링크:http://place.map.kakao.com/25048571
장소이름:호텔루미아 명동,숙박,여행 > 숙박 > 호텔,경도:126.9796835344275,위도:37.55808471802881,도로명주소:서울 중구 퇴계로8길 31-9,웹링크:http://place.map.kakao.com/27173136
장소이름:레스케이프호텔,숙박,여행 > 숙박 > 호텔 > 특급호텔,경도:126.97948729970663,위도:37.559682151965866,도로명주소:서울 중구 퇴계로 67,웹링크:http://place.map.kakao.com/1220594086
장소이름:호텔명동,숙박,여행 > 숙박 > 호텔,경도:126.979428159622,위도:37.5607245950926,도로명주소:서울 중구 남대문시장길 61,웹링크:http://place.map.kakao.com/12159743
장소이름:프레지던트호텔,숙박,여행 > 숙박 > 호텔,경도:126.979386068845,위도:37.5656079885064,도로명주소:서울 중구 을지로 16,웹링크:http://place.map.kakao.com/8641502
장소이름:킴스명동호스텔,숙박,여행 > 숙박 > 유스호스텔,경도:126.979841379578,위도:37.5561223727958,도로명주소:서울 중구 소파로 25,웹링크:http://place.map.kakao.com/12803224
장소이름:웨스틴조선 서울,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 조선호텔,경도:126.98002023009,위도:37.56446833738266,도로명주소:서울 중구 소공로 106,웹링크:http://place.map.kakao.com/10686757
장소이름:국제게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.980750905688,위도:37.5576614281561,도로명주소:서울 중구 퇴계로4길 52-20,웹링크:http://place.map.kakao.com/24266346
장소이름:크라운파크호텔서울,숙박,여행 > 숙박 > 호텔,경도:126.980776499589,위도:37.5637665868218,도로명주소:서울 중구 남대문로7길 19,웹링크:http://place.map.kakao.com/1300555248
장소이름:롯데호텔서울 이그제큐티브타워,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 롯데호텔,경도:126.980992840284,위도:37.5653818378015,도로명주소:서울 중구 을지로 30,웹링크:http://place.map.kakao.com/1550004210
장소이름:롯데호텔 서울,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 롯데호텔,경도:126.98101264795298,위도:37.56538301228365,도로명주소:서울 중구 을지로 30,웹링크:http://place.map.kakao.com/7855876
장소이름:호텔 미드시티 명동,숙박,여행 > 숙박 > 호텔,경도:126.98101547127872,위도:37.567638205575264,도로명주소:서울 중구 다동길 30,웹링크:http://place.map.kakao.com/750620291
장소이름:호텔파크힐 명동,숙박,여행 > 숙박 > 호텔,경도:126.981751359604,위도:37.557776914675,도로명주소:서울 중구 퇴계로12길 39-8,웹링크:http://place.map.kakao.com/1862025405
장소이름:알로프트 서울명동,숙박,여행 > 숙박 > 호텔,경도:126.981922286996,위도:37.562335985428,도로명주소:서울 중구 남대문로 56,웹링크:http://place.map.kakao.com/396872952
장소이름:힐하우스호텔,숙박,여행 > 숙박 > 호텔,경도:126.98205038494258,위도:37.5567831604322,도로명주소:서울 중구 소공로3길 42,웹링크:http://place.map.kakao.com/7993042
장소이름:요기는무인호텔,숙박,"여행 > 숙박 > 여관,모텔",경도:126.982034396731,위도:37.5668085478651,도로명주소:서울 중구 남대문로9길 8,웹링크:http://place.map.kakao.com/408079183
장소이름:신민장,숙박,"여행 > 숙박 > 여관,모텔",경도:126.982521324343,위도:37.5562273156464,도로명주소:서울 중구 소공로3길 29-8,웹링크:http://place.map.kakao.com/9200222
장소이름:남산힐호텔,숙박,"여행 > 숙박 > 여관,모텔",경도:126.9824273016763,위도:37.55660121564724,도로명주소:서울 중구 소공로3길 35,웹링크:http://place.map.kakao.com/21653661
장소이름:목시 서울 명동,숙박,여행 > 숙박 > 호텔,경도:126.98275100575334,위도:37.56140988485214,도로명주소:서울 중구 명동8나길 38,웹링크:http://place.map.kakao.com/177174107
장소이름:르메르디앙 서울명동,숙박,여행 > 숙박 > 호텔,경도:126.98268303793978,위도:37.561662153979626,도로명주소:서울 중구 명동8나길 38,웹링크:http://place.map.kakao.com/2124774684
장소이름:스탠포드호텔 명동,숙박,여행 > 숙박 > 호텔,경도:126.98284080112089,위도:37.56468231712421,도로명주소:서울 중구 남대문로 84,웹링크:http://place.map.kakao.com/1877073295
장소이름:K게스트하우스 명동1호점,숙박,여행 > 숙박 > 게스트하우스,경도:126.983217437579,위도:37.5608729580032,도로명주소:서울 중구 퇴계로 103,웹링크:http://place.map.kakao.com/26571958
장소이름:앰배서더호텔 이비스 서울명동,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 앰배서더호텔,경도:126.98299937639496,위도:37.56418499012939,도로명주소:서울 중구 남대문로 78,웹링크:http://place.map.kakao.com/17361103
장소이름:57명동호스텔,숙박,"여행 > 숙박 > 여관,모텔",경도:126.98339058536516,위도:37.56096308216818,도로명주소:서울 중구 명동2길 57,웹링크:http://place.map.kakao.com/1546305700
장소이름:데이즈호텔 명동,숙박,여행 > 숙박 > 호텔,경도:126.983588657287,위도:37.5609450899306,도로명주소:서울 중구 퇴계로 107,웹링크:http://place.map.kakao.com/23700132
장소이름:아이유게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.983693468534,위도:37.5578060307833,도로명주소:서울 중구 소공로6나길 11,웹링크:http://place.map.kakao.com/1071102166
장소이름:비마이게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.983883466818,위도:37.5584511708847,도로명주소:서울 중구 소공로6가길 2,웹링크:http://place.map.kakao.com/17894392
장소이름:뉴오리엔탈호텔,숙박,여행 > 숙박 > 호텔,경도:126.98370197790952,위도:37.560307199862606,도로명주소:서울 중구 퇴계로14길 1,웹링크:http://place.map.kakao.com/8218660
장소이름:메트로호텔,숙박,여행 > 숙박 > 호텔,경도:126.98371564675584,위도:37.565106810238625,도로명주소:서울 중구 명동9가길 14,웹링크:http://place.map.kakao.com/8350578
장소이름:라인호텔명동,숙박,여행 > 숙박 > 호텔,경도:126.98373710193508,위도:37.5653392702002,도로명주소:서울 중구 명동3길 36,웹링크:http://place.map.kakao.com/182126048
장소이름:더 로드 호스텔,숙박,여행 > 숙박 > 게스트하우스,경도:126.983995416002,위도:37.5589043876752,도로명주소:서울 중구 소공로6길 13-8,웹링크:http://place.map.kakao.com/1086674748
장소이름:남산 포레스트 인 명동,숙박,여행 > 숙박 > 게스트하우스,경도:126.983978377287,위도:37.5591936054286,도로명주소:서울 중구 퇴계로14길 29,웹링크:http://place.map.kakao.com/1836104875
장소이름:88게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.984041550771,위도:37.5601630867444,도로명주소:서울 중구 퇴계로16길 14-10,웹링크:http://place.map.kakao.com/26644790
장소이름:밀리오레호텔 명동,숙박,여행 > 숙박 > 호텔,경도:126.984211134416,위도:37.5610496904418,도로명주소:서울 중구 퇴계로 115,웹링크:http://place.map.kakao.com/330850389
장소이름:호텔스카이파크 명동1호점,숙박,여행 > 숙박 > 호텔,경도:126.984113752896,위도:37.561262312615,도로명주소:서울 중구 명동8나길 15,웹링크:http://place.map.kakao.com/25612226
장소이름:사보이호텔,숙박,여행 > 숙박 > 호텔,경도:126.984186092731,위도:37.561720028656,도로명주소:서울 중구 명동8나길 10,웹링크:http://place.map.kakao.com/11049685
장소이름:아트래블 명동서울호스텔,숙박,여행 > 숙박 > 게스트하우스,경도:126.984086386044,위도:37.5622173654036,도로명주소:서울 중구 명동4길 31,웹링크:http://place.map.kakao.com/1382953461
장소이름:호텔28 명동,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 하얏트호텔,경도:126.9839682179169,위도:37.56435090898033,도로명주소:서울 중구 명동7길 13,웹링크:http://place.map.kakao.com/1455421251
장소이름:모헤닉호텔 서울명동,숙박,여행 > 숙박 > 호텔,경도:126.98452125188,위도:37.5610533354932,도로명주소:서울 중구 퇴계로 115,웹링크:http://place.map.kakao.com/1280256164
장소이름:이코노미호텔 명동프리미어점,숙박,여행 > 숙박 > 호텔,경도:126.984430656916,위도:37.5612911867261,도로명주소:서울 중구 명동8나길 9,웹링크:http://place.map.kakao.com/25777439
장소이름:호스텔아라125,숙박,여행 > 숙박 > 호텔,경도:126.98453859459,위도:37.564761839341,도로명주소:서울 중구 명동9길 21,웹링크:http://place.map.kakao.com/101471342
장소이름:남산길하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.98475964927258,위도:37.55754037901622,도로명주소:서울 중구 퇴계로18길 79-3,웹링크:http://place.map.kakao.com/166751981
장소이름:남산게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.98458638897768,위도:37.55802689505579,도로명주소:서울 중구 퇴계로18길 67,웹링크:http://place.map.kakao.com/23937687
장소이름:레드게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.984802477936,위도:37.5584188568552,도로명주소:서울 중구 소공로6길 32,웹링크:http://place.map.kakao.com/24855928
장소이름:필스테이 명동부띠끄,숙박,여행 > 숙박 > 게스트하우스,경도:126.984666283426,위도:37.5602784971369,도로명주소:서울 중구 퇴계로16길 11,웹링크:http://place.map.kakao.com/27456267
장소이름:K그랜드호텔 명동,숙박,여행 > 숙박 > 호텔,경도:126.98472023736,위도:37.562103923564,도로명주소:서울 중구 명동8길 36,웹링크:http://place.map.kakao.com/619773283
장소이름:아트몬스테이,숙박,여행 > 숙박 > 게스트하우스,경도:126.985201076369,위도:37.5573449187487,도로명주소:서울 중구 퇴계로20나길 42,웹링크:http://place.map.kakao.com/27496795
장소이름:케이스테이게스트하우스 명동2호점,숙박,여행 > 숙박 > 게스트하우스,경도:126.985106937289,위도:37.558363934823305,도로명주소:서울 중구 소공로6길 38,웹링크:http://place.map.kakao.com/236839928
장소이름:SSH 동도호텔,숙박,"여행 > 숙박 > 여관,모텔",경도:126.984965221588,위도:37.5595757579598,도로명주소:서울 중구 퇴계로18길 30,웹링크:http://place.map.kakao.com/10294286
장소이름:솔라리아니시테츠호텔 서울명동,숙박,여행 > 숙박 > 호텔,경도:126.98516383740936,위도:37.562502220632545,도로명주소:서울 중구 명동8길 27,웹링크:http://place.map.kakao.com/27140898
장소이름:K그랜드호스텔 명동점,숙박,여행 > 숙박 > 게스트하우스,경도:126.985172809993,위도:37.5629166801619,도로명주소:서울 중구 명동8길 21-7,웹링크:http://place.map.kakao.com/1037678785
장소이름:소테츠 프레사 인서울 명동,숙박,여행 > 숙박 > 호텔,경도:126.985014198436,위도:37.5636807051139,도로명주소:서울 중구 명동길 48,웹링크:http://place.map.kakao.com/977716552
장소이름:호텔스카이파크 명동2호점,숙박,여행 > 숙박 > 호텔,경도:126.98506827946,위도:37.5649240868361,도로명주소:서울 중구 명동9길 22,웹링크:http://place.map.kakao.com/25620335
장소이름:퍼시픽호텔,숙박,여행 > 숙박 > 호텔 > 특급호텔,경도:126.9854314901355,위도:37.55973709487564,도로명주소:서울 중구 퇴계로20길 2,웹링크:http://place.map.kakao.com/8115356
장소이름:필스테이 명동스테이션,숙박,여행 > 숙박 > 게스트하우스,경도:126.985403932384,위도:37.5617598293481,도로명주소:서울 중구 명동8가길 7,웹링크:http://place.map.kakao.com/137786269
장소이름:미조호텔,숙박,"여행 > 숙박 > 여관,모텔",경도:126.98539034480554,위도:37.56178865956094,도로명주소:서울 중구 명동8가길 7,웹링크:http://place.map.kakao.com/26794765
장소이름:스텝인명동1,숙박,여행 > 숙박 > 게스트하우스,경도:126.985349125387,위도:37.5642069290123,도로명주소:서울 중구 명동길 55,웹링크:http://place.map.kakao.com/26338181
장소이름:필스테이 명동점,숙박,여행 > 숙박 > 게스트하우스,경도:126.98538535636511,위도:37.564149269739495,도로명주소:서울 중구 명동길 55,웹링크:http://place.map.kakao.com/1312422513
장소이름:호텔스카이파크 센트럴명동점,숙박,여행 > 숙박 > 호텔,경도:126.98526076598937,위도:37.56458173246226,도로명주소:서울 중구 명동9길 16,웹링크:http://place.map.kakao.com/18282609
장소이름:크립49게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.985667410737,위도:37.5570926970153,도로명주소:서울 중구 퇴계로20나길 49,웹링크:http://place.map.kakao.com/145486921
장소이름:서울타워 게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.985626485369,위도:37.5580405412144,도로명주소:서울 중구 퇴계로20나길 15-12,웹링크:http://place.map.kakao.com/24524646
장소이름:웰플러스,숙박,여행 > 숙박 > 게스트하우스,경도:126.98583012257149,위도:37.55847304448905,도로명주소:서울 중구 퇴계로20나길 9,웹링크:http://place.map.kakao.com/1740298180
장소이름:욜로게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.985567440634,위도:37.5590388388703,도로명주소:서울 중구 퇴계로20나길 2-8,웹링크:http://place.map.kakao.com/1358018345
장소이름:스테이7 명동,숙박,여행 > 숙박 > 호텔,경도:126.98581692188,위도:37.5624356271478,도로명주소:서울 중구 명동10길 35-9,웹링크:http://place.map.kakao.com/833647384
장소이름:케이팝레지던스 명동1호점,숙박,"여행 > 숙박 > 여관,모텔",경도:126.98562769771624,위도:37.56351319606255,도로명주소:서울 중구 명동10길 7-7,웹링크:http://place.map.kakao.com/19554747
장소이름:로얄호텔서울,숙박,여행 > 숙박 > 호텔,경도:126.98560265367244,위도:37.56425741599385,도로명주소:서울 중구 명동길 61,웹링크:http://place.map.kakao.com/24633671
장소이름:스타리아호스텔,숙박,여행 > 숙박 > 게스트하우스,경도:126.98613796254,위도:37.5584947049648,도로명주소:서울 중구 퇴계로20길 38,웹링크:http://place.map.kakao.com/26857530
장소이름:더큐브호텔,숙박,여행 > 숙박 > 게스트하우스,경도:126.986205809524,위도:37.5588190718841,도로명주소:서울 중구 퇴계로20길 31,웹링크:http://place.map.kakao.com/550473912
장소이름:나인트리호텔 명동,숙박,여행 > 숙박 > 호텔,경도:126.986010627113,위도:37.5615760994689,도로명주소:서울 중구 명동10길 51,웹링크:http://place.map.kakao.com/18645255
장소이름:Mayone Hotel,숙박,"여행 > 숙박 > 여관,모텔",경도:126.985965155301,위도:37.5626356660969,도로명주소:서울 중구 명동10길 35-12,웹링크:http://place.map.kakao.com/1529524241
장소이름:자자백팩커스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986418587636,위도:37.5588046805976,도로명주소:서울 중구 퇴계로20길 35,웹링크:http://place.map.kakao.com/1817214999
장소이름:레지던스이오,숙박,여행 > 숙박 > 게스트하우스,경도:126.986418587636,위도:37.5588046805976,도로명주소:서울 중구 퇴계로20길 35,웹링크:http://place.map.kakao.com/14499242
장소이름:이가정원 게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986531715471,위도:37.5590858046528,도로명주소:서울 중구 퇴계로20길 25-30,웹링크:http://place.map.kakao.com/21126713
장소이름:위드유게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986223782716,위도:37.5595542875888,도로명주소:서울 중구 퇴계로20가길 8-1,웹링크:http://place.map.kakao.com/790798209
장소이름:서울프린스호텔,숙박,여행 > 숙박 > 호텔,경도:126.986277904015,위도:37.5606715300781,도로명주소:서울 중구 퇴계로 130,웹링크:http://place.map.kakao.com/17358633
장소이름:명동아리하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986816698236,위도:37.5603796684857,도로명주소:서울 중구 퇴계로22길 11-4,웹링크:http://place.map.kakao.com/18272452
장소이름:명동에코하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986617507735,위도:37.5603363982256,도로명주소:서울 중구 퇴계로22길 13,웹링크:http://place.map.kakao.com/17382184
장소이름:명동맘하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.986653702432,위도:37.5604661458734,도로명주소:서울 중구 퇴계로22길 11,웹링크:http://place.map.kakao.com/25691768
장소이름:호텔프린스 별관,숙박,여행 > 숙박 > 호텔,경도:126.987002324165,위도:37.5603256292533,도로명주소:서울 중구 퇴계로22길 11-8,웹링크:http://place.map.kakao.com/26820491
장소이름:L7 명동,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 롯데호텔,경도:126.98698855837377,위도:37.561384298991165,도로명주소:서울 중구 퇴계로 137,웹링크:http://place.map.kakao.com/26806179
장소이름:더그랜드호텔 명동점,숙박,여행 > 숙박 > 호텔,경도:126.98718430408869,위도:37.56173300612565,도로명주소:서울 중구 명동8가길 38,웹링크:http://place.map.kakao.com/18166543
장소이름:명동게스트하우스 꼬모,숙박,여행 > 숙박 > 게스트하우스,경도:126.987206033464,위도:37.5604193551795,도로명주소:서울 중구 퇴계로24길 12,웹링크:http://place.map.kakao.com/26815652
장소이름:호텔스카이파크 명동3호점,숙박,여행 > 숙박 > 호텔,경도:126.98726360540698,위도:37.561302338279155,도로명주소:서울 중구 퇴계로 139,웹링크:http://place.map.kakao.com/14539228
장소이름:사자나미 게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.987663293118,위도:37.5603653440305,도로명주소:서울 중구 퇴계로24길 13-8,웹링크:http://place.map.kakao.com/23106008
장소이름:유에이치스위트 명동 본관,숙박,여행 > 숙박 > 호텔,경도:126.987822615698,위도:37.5619772437818,도로명주소:서울 중구 명동8가길 49,웹링크:http://place.map.kakao.com/162572912
장소이름:이화인명동 게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.987766864955,위도:37.5637567061156,도로명주소:서울 중구 삼일대로9길 2-1,웹링크:http://place.map.kakao.com/463461417
장소이름:세종호텔,숙박,여행 > 숙박 > 호텔,경도:126.9879687117535,위도:37.56141954181265,도로명주소:서울 중구 퇴계로 145,웹링크:http://place.map.kakao.com/13323689
장소이름:호텔크레토명동,숙박,여행 > 숙박 > 호텔,경도:126.9880772809879,위도:37.5619583488441,도로명주소:서울 중구 명동8가길 53,웹링크:http://place.map.kakao.com/26909004
장소이름:롯데시티호텔 명동,숙박,여행 > 숙박 > 호텔 > 특급호텔,경도:126.988033472394,위도:37.5669534676886,도로명주소:서울 중구 삼일대로 362,웹링크:http://place.map.kakao.com/26784273
장소이름:마마게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.988356251779,위도:37.5584877365892,도로명주소:서울 중구 소파로4길 34-1,웹링크:http://place.map.kakao.com/22003193
장소이름:헨나호텔 서울명동,숙박,여행 > 숙박 > 호텔,경도:126.988319482918,위도:37.5620232448122,도로명주소:서울 중구 명동8가길 59,웹링크:http://place.map.kakao.com/1685853917
장소이름:K스테이게스트하우스,숙박,여행 > 숙박 > 게스트하우스,경도:126.98845983076976,위도:37.562019654627235,도로명주소:서울 중구 명동8가길 61,웹링크:http://place.map.kakao.com/1963371214
장소이름:앰배서더호텔 이비스스타일 서울명동,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 앰배서더호텔,경도:126.9893800588118,위도:37.56168276823622,도로명주소:서울 중구 삼일대로 302,웹링크:http://place.map.kakao.com/26475078
장소이름:조선호텔 포포인츠바이쉐라톤 서울명동,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 조선호텔,경도:126.98942364960428,위도:37.56557687854458,도로명주소:서울 중구 삼일대로10길 36,웹링크:http://place.map.kakao.com/579976895
장소이름:트레블로지 명동을지로호텔,숙박,여행 > 숙박 > 호텔,경도:126.9894144522256,위도:37.56658238927269,도로명주소:서울 중구 수표로 61,웹링크:http://place.map.kakao.com/26600515
장소이름:유아이 호스텔,숙박,여행 > 숙박 > 유스호스텔,경도:126.989899560269,위도:37.5617386756165,도로명주소:서울 중구 퇴계로 159-8,웹링크:http://place.map.kakao.com/26993101
장소이름:G2호텔,숙박,여행 > 숙박 > 호텔,경도:126.990419995206,위도:37.563349700835,도로명주소:서울 중구 수표로 24,웹링크:http://place.map.kakao.com/1420845534
